Series ID,Series Title,Area Code,Area Level,Area Text,Occupation Code,Occupation Text,Job Characteristic Code,Job Characteristic Text,Work Level Code,Average Hourly Wage,Relative Standard Error
WMU00749501020000001500000011,Average hourly wage for computer and mathematical occupations,74950,Metro area,"Manchester, NH",150000,Computer and Mathematical Occupations,0,All workers,11,46.05,6.4
WMU00769001020000001500000010,Average hourly wage for computer and mathematical occupations,76900,Metro area,"Portsmouth, NH-ME",150000,Computer and Mathematical Occupations,0,All workers,10,46.05,5.3
WMU00769001020000001500002400,Average hourly wage for computer and mathematical occupations,76900,Metro area,"Portsmouth, NH-ME",150000,Computer and Mathematical Occupations,24,Nonunion,0,46.05,7.7
WMU00421401020000001500000011,Average hourly wage for computer and mathematical occupations,42140,Metro area,"Santa Fe, NM",150000,Computer and Mathematical Occupations,0,All workers,11,46,4.1
WMU00207001020000001500000011,Average hourly wage for computer and mathematical occupations,20700,Metro area,"East Stroudsburg, PA",150000,Computer and Mathematical Occupations,0,All workers,11,45.99,5.6
WMU00364201020000001500000011,Average hourly wage for computer and mathematical occupations,36420,Metro area,"Oklahoma City, OK",150000,Computer and Mathematical Occupations,0,All workers,11,45.99,2.4
WMU00168201020000001511210008,Average hourly wage for computer systems analysts,16820,Metro area,"Charlottesville, VA",151121,Computer Systems Analysts,0,All workers,8,45.93,8.1
WMU00174601020000001500000011,Average hourly wage for computer and mathematical occupations,17460,Metro area,"Cleveland-Elyria, OH",150000,Computer and Mathematical Occupations,0,All workers,11,45.92,1.9
WMU00765241020000001500000010,Average hourly wage for computer and mathematical occupations,76524,Metro area,"Peabody-Salem-Beverly, MA NECTA Division",150000,Computer and Mathematical Occupations,0,All workers,10,45.92,5.7
WMU56000041020000001500002511,Average hourly wage for computer and mathematical occupations,5600004,Nonmetro area,Central-Southeast Wyoming nonmetropolitan area,150000,Computer and Mathematical Occupations,25,Full-time,11,45.92,4.7
WMU00188801020000001500002800,Average hourly wage for computer and mathematical occupations,18880,Metro area,"Crestview-Fort Walton Beach-Destin, FL",150000,Computer and Mathematical Occupations,28,Incentive-based pay,0,45.91,5.8
WMU00745001020000001500000010,Average hourly wage for computer and mathematical occupations,74500,Metro area,"Leominster-Gardner, MA",150000,Computer and Mathematical Occupations,0,All workers,10,45.91,6.3
WMU00239001020000001500000010,Average hourly wage for computer and mathematical occupations,23900,Metro area,"Gettysburg, PA",150000,Computer and Mathematical Occupations,0,All workers,10,45.89,9
WMU19000041020000001511210011,Average hourly wage for computer systems analysts,1900004,Nonmetro area,Southeast Iowa nonmetropolitan area,151121,Computer Systems Analysts,0,All workers,11,45.88,7.4
WMU00168601020000001500000011,Average hourly wage for computer and mathematical occupations,16860,Metro area,"Chattanooga, TN-GA",150000,Computer and Mathematical Occupations,0,All workers,11,45.86,2.3
WMU00311801020000001500000011,Average hourly wage for computer and mathematical occupations,31180,Metro area,"Lubbock, TX",150000,Computer and Mathematical Occupations,0,All workers,11,45.86,3.5
WMU00250601020000001500000011,Average hourly wage for computer and mathematical occupations,25060,Metro area,"Gulfport-Biloxi-Pascagoula, MS",150000,Computer and Mathematical Occupations,0,All workers,11,45.85,2.6
WMU00291801020000001500000011,Average hourly wage for computer and mathematical occupations,29180,Metro area,"Lafayette, LA",150000,Computer and Mathematical Occupations,0,All workers,11,45.85,4.9
WMU00311401020000001500000011,Average hourly wage for computer and mathematical occupations,31140,Metro area,"Louisville/Jefferson County, KY-IN",150000,Computer and Mathematical Occupations,0,All workers,11,45.85,3.4
WMU40000041020000001500000011,Average hourly wage for computer and mathematical occupations,4000004,Nonmetro area,Southeast Oklahoma nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,11,45.85,4.4
WMU54000021020000001500002800,Average hourly wage for computer and mathematical occupations,5400002,Nonmetro area,Northern West Virginia nonmetropolitan area,150000,Computer and Mathematical Occupations,28,Incentive-based pay,0,45.8,8.4
WMU00104201020000001500000011,Average hourly wage for computer and mathematical occupations,10420,Metro area,"Akron, OH",150000,Computer and Mathematical Occupations,0,All workers,11,45.78,1.9
WMU00139801020000001500002800,Average hourly wage for computer and mathematical occupations,13980,Metro area,"Blacksburg-Christiansburg-Radford, VA",150000,Computer and Mathematical Occupations,28,Incentive-based pay,0,45.75,7.6
WMU00415001020000001500002400,Average hourly wage for computer and mathematical occupations,41500,Metro area,"Salinas, CA",150000,Computer and Mathematical Occupations,24,Nonunion,0,45.75,5.5
WMU32000021020000001500000011,Average hourly wage for computer and mathematical occupations,3200002,Nonmetro area,North Nevada nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,11,45.74,3.3
WMU00467001020000001500000010,Average hourly wage for computer and mathematical occupations,46700,Metro area,"Vallejo-Fairfield, CA",150000,Computer and Mathematical Occupations,0,All workers,10,45.73,7.8
WMU00709001020000001500000010,Average hourly wage for computer and mathematical occupations,70900,Metro area,"Barnstable Town, MA",150000,Computer and Mathematical Occupations,0,All workers,10,45.69,5.9
WMU05000041020000001500000011,Average hourly wage for computer and mathematical occupations,500004,Nonmetro area,South Arkansas nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,11,45.62,2.6
WMU00105401020000001500000011,Average hourly wage for computer and mathematical occupations,10540,Metro area,"Albany, OR",150000,Computer and Mathematical Occupations,0,All workers,11,45.61,3.1
WMU00457801020000001500000011,Average hourly wage for computer and mathematical occupations,45780,Metro area,"Toledo, OH",150000,Computer and Mathematical Occupations,0,All workers,11,45.61,2.5
WMU00107401020000001500000010,Average hourly wage for computer and mathematical occupations,10740,Metro area,"Albuquerque, NM",150000,Computer and Mathematical Occupations,0,All workers,10,45.6,2.6
WMU00107401020000001500002510,Average hourly wage for computer and mathematical occupations,10740,Metro area,"Albuquerque, NM",150000,Computer and Mathematical Occupations,25,Full-time,10,45.59,2.6
WMU00200201020000001500000011,Average hourly wage for computer and mathematical occupations,20020,Metro area,"Dothan, AL",150000,Computer and Mathematical Occupations,0,All workers,11,45.59,2.6
WMU00162201020000001500000011,Average hourly wage for computer and mathematical occupations,16220,Metro area,"Casper, WY",150000,Computer and Mathematical Occupations,0,All workers,11,45.57,6.3
WMU00162201020000001500002511,Average hourly wage for computer and mathematical occupations,16220,Metro area,"Casper, WY",150000,Computer and Mathematical Occupations,25,Full-time,11,45.57,6.3
WMU00796001020000001500000010,Average hourly wage for computer and mathematical occupations,79600,Metro area,"Worcester, MA-CT",150000,Computer and Mathematical Occupations,0,All workers,10,45.56,5.6
WMU00310841020000001500002400,Average hourly wage for computer and mathematical occupations,31084,Metro area,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",150000,Computer and Mathematical Occupations,24,Nonunion,0,45.55,0.7
WMU00217801020000001500000011,Average hourly wage for computer and mathematical occupations,21780,Metro area,"Evansville, IN-KY",150000,Computer and Mathematical Occupations,0,All workers,11,45.54,1.8
WMU00247801020000001500002800,Average hourly wage for computer and mathematical occupations,24780,Metro area,"Greenville, NC",150000,Computer and Mathematical Occupations,28,Incentive-based pay,0,45.52,5
WMU02000021020000001500000011,Average hourly wage for computer and mathematical occupations,200002,Nonmetro area,Balance of Alaska nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,11,45.52,1.4
WMU00367801020000001511210011,Average hourly wage for computer systems analysts,36780,Metro area,"Oshkosh-Neenah, WI",151121,Computer Systems Analysts,0,All workers,11,45.51,5.8
WMU39000021020000001511210011,Average hourly wage for computer systems analysts,3900002,Nonmetro area,North Northeastern Ohio nonmetropolitan area,151121,Computer Systems Analysts,0,All workers,11,45.51,5.4
WMU00218201020000001500000011,Average hourly wage for computer and mathematical occupations,21820,Metro area,"Fairbanks, AK",150000,Computer and Mathematical Occupations,0,All workers,11,45.49,1.8
WMU00217801020000001511210011,Average hourly wage for computer systems analysts,21780,Metro area,"Evansville, IN-KY",151121,Computer Systems Analysts,0,All workers,11,45.48,3.1
WMU00280201020000001500000011,Average hourly wage for computer and mathematical occupations,28020,Metro area,"Kalamazoo-Portage, MI",150000,Computer and Mathematical Occupations,0,All workers,11,45.48,2.4
WMU39000011020000001500000011,Average hourly wage for computer and mathematical occupations,3900001,Nonmetro area,West Northwestern Ohio nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,11,45.48,1.8
WMU06000031020000001500000011,Average hourly wage for computer and mathematical occupations,600003,Nonmetro area,North Coast Region of California nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,11,45.47,2.8
WMU00333401020000001500000011,Average hourly wage for computer and mathematical occupations,33340,Metro area,"Milwaukee-Waukesha-West Allis, WI",150000,Computer and Mathematical Occupations,0,All workers,11,45.46,1.8
WMU00142601020000001500002510,Average hourly wage for computer and mathematical occupations,14260,Metro area,"Boise City, ID",150000,Computer and Mathematical Occupations,25,Full-time,10,45.45,1.8
WMU00142601020000001500000010,Average hourly wage for computer and mathematical occupations,14260,Metro area,"Boise City, ID",150000,Computer and Mathematical Occupations,0,All workers,10,45.44,1.8
WMU00125801020000001500000010,Average hourly wage for computer and mathematical occupations,12580,Metro area,"Baltimore-Columbia-Towson, MD",150000,Computer and Mathematical Occupations,0,All workers,10,45.41,6.3
WMU00307001020000001511210011,Average hourly wage for computer systems analysts,30700,Metro area,"Lincoln, NE",151121,Computer Systems Analysts,0,All workers,11,45.39,7.1
WMU00222201020000001500000011,Average hourly wage for computer and mathematical occupations,22220,Metro area,"Fayetteville-Springdale-Rogers, AR-MO",150000,Computer and Mathematical Occupations,0,All workers,11,45.38,4.2
WMU01000041020000001500000011,Average hourly wage for computer and mathematical occupations,100004,Nonmetro area,Southeast Alabama nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,11,45.38,4.5
WMU18000031020000001511210011,Average hourly wage for computer systems analysts,1800003,Nonmetro area,Southern Indiana nonmetropolitan area,151121,Computer Systems Analysts,0,All workers,11,45.37,3.6
WMU00466601020000001500002800,Average hourly wage for computer and mathematical occupations,46660,Metro area,"Valdosta, GA",150000,Computer and Mathematical Occupations,28,Incentive-based pay,0,45.34,6.2
WMU00404201020000001511210011,Average hourly wage for computer systems analysts,40420,Metro area,"Rockford, IL",151121,Computer Systems Analysts,0,All workers,11,45.33,4
WMU00122601020000001511990011,Average hourly wage for computer occupations,12260,Metro area,"Augusta-Richmond County, GA-SC",151199,"Computer Occupations, All Other",0,All workers,11,45.32,2.2
WMU00314201020000001500002800,Average hourly wage for computer and mathematical occupations,31420,Metro area,"Macon, GA",150000,Computer and Mathematical Occupations,28,Incentive-based pay,0,45.32,11.2
WMU00434201020000001500000010,Average hourly wage for computer and mathematical occupations,43420,Metro area,"Sierra Vista-Douglas, AZ",150000,Computer and Mathematical Occupations,0,All workers,10,45.29,2.9
WMU00439001020000001500002800,Average hourly wage for computer and mathematical occupations,43900,Metro area,"Spartanburg, SC",150000,Computer and Mathematical Occupations,28,Incentive-based pay,0,45.26,7.3
WMU00772001020000001500000010,Average hourly wage for computer and mathematical occupations,77200,Metro area,"Providence-Warwick, RI-MA",150000,Computer and Mathematical Occupations,0,All workers,10,45.26,2.9
WMU49000011020000001500002500,Average hourly wage for computer and mathematical occupations,4900001,Nonmetro area,Wasatch Back nonmetropolitan area,150000,Computer and Mathematical Occupations,25,Full-time,0,45.26,2.6
WMU00378601020000001500002800,Average hourly wage for computer and mathematical occupations,37860,Metro area,"Pensacola-Ferry Pass-Brent, FL",150000,Computer and Mathematical Occupations,28,Incentive-based pay,0,45.25,7.3
WMU00333401020000001511210011,Average hourly wage for computer systems analysts,33340,Metro area,"Milwaukee-Waukesha-West Allis, WI",151121,Computer Systems Analysts,0,All workers,11,45.24,3.4
WMU00223801020000001500002510,Average hourly wage for computer and mathematical occupations,22380,Metro area,"Flagstaff, AZ",150000,Computer and Mathematical Occupations,25,Full-time,10,45.23,1.7
WMU00223801020000001500000010,Average hourly wage for computer and mathematical occupations,22380,Metro area,"Flagstaff, AZ",150000,Computer and Mathematical Occupations,0,All workers,10,45.22,1.7
WMU00489001020000001500002800,Average hourly wage for computer and mathematical occupations,48900,Metro area,"Wilmington, NC",150000,Computer and Mathematical Occupations,28,Incentive-based pay,0,45.21,8.3
WMU00294601020000001511210011,Average hourly wage for computer systems analysts,29460,Metro area,"Lakeland-Winter Haven, FL",151121,Computer Systems Analysts,0,All workers,11,45.2,5.6
WMU00334601020000001500000010,Average hourly wage for computer and mathematical occupations,33460,Metro area,"Minneapolis-St. Paul-Bloomington, MN-WI",150000,Computer and Mathematical Occupations,0,All workers,10,45.2,3.8
WMU00782541020000001500000009,Average hourly wage for computer and mathematical occupations,78254,Metro area,"Taunton-Middleborough-Norton, MA NECTA Division",150000,Computer and Mathematical Occupations,0,All workers,9,45.19,7.2
WMU00246601020000001511210008,Average hourly wage for computer systems analysts,24660,Metro area,"Greensboro-High Point, NC",151121,Computer Systems Analysts,0,All workers,8,45.18,8.1
WMU00397401020000001500000010,Average hourly wage for computer and mathematical occupations,39740,Metro area,"Reading, PA",150000,Computer and Mathematical Occupations,0,All workers,10,45.18,6.5
WMU00271801020000001500000011,Average hourly wage for computer and mathematical occupations,27180,Metro area,"Jackson, TN",150000,Computer and Mathematical Occupations,0,All workers,11,45.17,2.6
WMU00491801020000001500002800,Average hourly wage for computer and mathematical occupations,49180,Metro area,"Winston-Salem, NC",150000,Computer and Mathematical Occupations,28,Incentive-based pay,0,45.17,7.4
WMU00724001020000001500000010,Average hourly wage for computer and mathematical occupations,72400,Metro area,"Burlington-South Burlington, VT",150000,Computer and Mathematical Occupations,0,All workers,10,45.15,7.2
WMU00230601020000001511210011,Average hourly wage for computer systems analysts,23060,Metro area,"Fort Wayne, IN",151121,Computer Systems Analysts,0,All workers,11,45.14,4.5
WMU00258601020000001500002800,Average hourly wage for computer and mathematical occupations,25860,Metro area,"Hickory-Lenoir-Morganton, NC",150000,Computer and Mathematical Occupations,28,Incentive-based pay,0,45.1,8.6
WMU00358401020000001511210011,Average hourly wage for computer systems analysts,35840,Metro area,"North Port-Sarasota-Bradenton, FL",151121,Computer Systems Analysts,0,All workers,11,45.1,6.3
WMU00159401020000001511210011,Average hourly wage for computer systems analysts,15940,Metro area,"Canton-Massillon, OH",151121,Computer Systems Analysts,0,All workers,11,45.08,3.9
WMU00350041020000001500002300,Average hourly wage for computer and mathematical occupations,35004,Metro area,"Nassau County-Suffolk County, NY Metropolitan Division",150000,Computer and Mathematical Occupations,23,Union,0,45.07,6.4
WMU00303001020000001500000010,Average hourly wage for computer and mathematical occupations,30300,Metro area,"Lewiston, ID-WA",150000,Computer and Mathematical Occupations,0,All workers,10,45.05,2.9
WMU00331401020000001500000011,Average hourly wage for computer and mathematical occupations,33140,Metro area,"Michigan City-La Porte, IN",150000,Computer and Mathematical Occupations,0,All workers,11,45.01,3.1
WMU00481401020000001500000011,Average hourly wage for computer and mathematical occupations,48140,Metro area,"Wausau, WI",150000,Computer and Mathematical Occupations,0,All workers,11,44.98,2.5
WMU00298201020000001500000010,Average hourly wage for computer and mathematical occupations,29820,Metro area,"Las Vegas-Henderson-Paradise, NV",150000,Computer and Mathematical Occupations,0,All workers,10,44.96,1.9
WMU00298201020000001500002510,Average hourly wage for computer and mathematical occupations,29820,Metro area,"Las Vegas-Henderson-Paradise, NV",150000,Computer and Mathematical Occupations,25,Full-time,10,44.96,1.9
WMU00137401020000001500000011,Average hourly wage for computer and mathematical occupations,13740,Metro area,"Billings, MT",150000,Computer and Mathematical Occupations,0,All workers,11,44.95,2.2
WMU00137401020000001500002511,Average hourly wage for computer and mathematical occupations,13740,Metro area,"Billings, MT",150000,Computer and Mathematical Occupations,25,Full-time,11,44.95,2.2
WMU00766001020000001500000010,Average hourly wage for computer and mathematical occupations,76600,Metro area,"Pittsfield, MA",150000,Computer and Mathematical Occupations,0,All workers,10,44.95,3.7
WMU00781001020000001500000010,Average hourly wage for computer and mathematical occupations,78100,Metro area,"Springfield, MA-CT",150000,Computer and Mathematical Occupations,0,All workers,10,44.95,4.1
WMU18000011020000001500000011,Average hourly wage for computer and mathematical occupations,1800001,Nonmetro area,Northern Indiana nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,11,44.95,2.4
WMU00379001020000001500002300,Average hourly wage for computer and mathematical occupations,37900,Metro area,"Peoria, IL",150000,Computer and Mathematical Occupations,23,Union,0,44.93,9
WMU00423401020000001500002800,Average hourly wage for computer and mathematical occupations,42340,Metro area,"Savannah, GA",150000,Computer and Mathematical Occupations,28,Incentive-based pay,0,44.91,5.2
WMU00225401020000001500000011,Average hourly wage for computer and mathematical occupations,22540,Metro area,"Fond du Lac, WI",150000,Computer and Mathematical Occupations,0,All workers,11,44.89,2.9
WMU55000031020000001511210011,Average hourly wage for computer systems analysts,5500003,Nonmetro area,South Central Wisconsin nonmetropolitan area,151121,Computer Systems Analysts,0,All workers,11,44.89,3.4
WMU00291001020000001511210011,Average hourly wage for computer systems analysts,29100,Metro area,"La Crosse-Onalaska, WI-MN",151121,Computer Systems Analysts,0,All workers,11,44.87,4.4
WMU00319001020000001500000011,Average hourly wage for computer and mathematical occupations,31900,Metro area,"Mansfield, OH",150000,Computer and Mathematical Occupations,0,All workers,11,44.86,2.8
WMU32000011020000001500000010,Average hourly wage for computer and mathematical occupations,3200001,Nonmetro area,South Nevada nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,10,44.85,2.7
WMU00243401020000001511210011,Average hourly wage for computer systems analysts,24340,Metro area,"Grand Rapids-Wyoming, MI",151121,Computer Systems Analysts,0,All workers,11,44.83,3
WMU33000021020000001500000011,Average hourly wage for computer and mathematical occupations,3300002,Nonmetro area,Central New Hampshire nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,11,44.83,5.7
WMU00362601020000001500000010,Average hourly wage for computer and mathematical occupations,36260,Metro area,"Ogden-Clearfield, UT",150000,Computer and Mathematical Occupations,0,All workers,10,44.82,1.6
WMU00362601020000001500002510,Average hourly wage for computer and mathematical occupations,36260,Metro area,"Ogden-Clearfield, UT",150000,Computer and Mathematical Occupations,25,Full-time,10,44.82,1.6
WMU00393801020000001500000010,Average hourly wage for computer and mathematical occupations,39380,Metro area,"Pueblo, CO",150000,Computer and Mathematical Occupations,0,All workers,10,44.82,2.3
WMU00393801020000001500002510,Average hourly wage for computer and mathematical occupations,39380,Metro area,"Pueblo, CO",150000,Computer and Mathematical Occupations,25,Full-time,10,44.82,2.3
WMU26000041020000001511210011,Average hourly wage for computer systems analysts,2600004,Nonmetro area,Balance of Lower Peninsula of Michigan nonmetropolitan area,151121,Computer Systems Analysts,0,All workers,11,44.81,3.6
WMU00746501020000001500000011,Average hourly wage for computer and mathematical occupations,74650,Metro area,"Lewiston-Auburn, ME",150000,Computer and Mathematical Occupations,0,All workers,11,44.8,4.6
WMU00416201020000001500000010,Average hourly wage for computer and mathematical occupations,41620,Metro area,"Salt Lake City, UT",150000,Computer and Mathematical Occupations,0,All workers,10,44.79,1.9
WMU00115401020000001500000011,Average hourly wage for computer and mathematical occupations,11540,Metro area,"Appleton, WI",150000,Computer and Mathematical Occupations,0,All workers,11,44.78,2.1
WMU00245801020000001500000011,Average hourly wage for computer and mathematical occupations,24580,Metro area,"Green Bay, WI",150000,Computer and Mathematical Occupations,0,All workers,11,44.78,2.8
WMU00416201020000001500002510,Average hourly wage for computer and mathematical occupations,41620,Metro area,"Salt Lake City, UT",150000,Computer and Mathematical Occupations,25,Full-time,10,44.78,1.9
WMU00225001020000001500002800,Average hourly wage for computer and mathematical occupations,22500,Metro area,"Florence, SC",150000,Computer and Mathematical Occupations,28,Incentive-based pay,0,44.77,19.6
WMU00367801020000001500000011,Average hourly wage for computer and mathematical occupations,36780,Metro area,"Oshkosh-Neenah, WI",150000,Computer and Mathematical Occupations,0,All workers,11,44.74,2.5
WMU33000031020000001500000010,Average hourly wage for computer and mathematical occupations,3300003,Nonmetro area,West Central New Hampshire nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,10,44.74,7.6
WMU00361401020000001500000010,Average hourly wage for computer and mathematical occupations,36140,Metro area,"Ocean City, NJ",150000,Computer and Mathematical Occupations,0,All workers,10,44.73,11
WMU00728501020000001500000010,Average hourly wage for computer and mathematical occupations,72850,Metro area,"Danbury, CT",150000,Computer and Mathematical Occupations,0,All workers,10,44.72,2.9
WMU00350841020000001500000009,Average hourly wage for computer and mathematical occupations,35084,Metro area,"Newark, NJ-PA Metropolitan Division",150000,Computer and Mathematical Occupations,0,All workers,9,44.69,2.7
WMU26000021020000001500000011,Average hourly wage for computer and mathematical occupations,2600002,Nonmetro area,Northeast Lower Peninsula of Michigan nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,11,44.69,4.6
WMU00251801020000001511210011,Average hourly wage for computer systems analysts,25180,Metro area,"Hagerstown-Martinsburg, MD-WV",151121,Computer Systems Analysts,0,All workers,11,44.68,5
WMU28000031020000001500000011,Average hourly wage for computer and mathematical occupations,2800003,Nonmetro area,Southeast Mississippi nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,11,44.66,5.9
WMU00395401020000001500000011,Average hourly wage for computer and mathematical occupations,39540,Metro area,"Racine, WI",150000,Computer and Mathematical Occupations,0,All workers,11,44.65,2.8
WMU00122601020000001500002800,Average hourly wage for computer and mathematical occupations,12260,Metro area,"Augusta-Richmond County, GA-SC",150000,Computer and Mathematical Occupations,28,Incentive-based pay,0,44.62,6.6
WMU00290201020000001500000011,Average hourly wage for computer and mathematical occupations,29020,Metro area,"Kokomo, IN",150000,Computer and Mathematical Occupations,0,All workers,11,44.58,3.2
WMU00472601020000001500002800,Average hourly wage for computer and mathematical occupations,47260,Metro area,"Virginia Beach-Norfolk-Newport News, VA-NC",150000,Computer and Mathematical Occupations,28,Incentive-based pay,0,44.57,4.7
WMU00167401020000001500000010,Average hourly wage for computer and mathematical occupations,16740,Metro area,"Charlotte-Concord-Gastonia, NC-SC",150000,Computer and Mathematical Occupations,0,All workers,10,44.55,4.6
WMU00315401020000001500000011,Average hourly wage for computer and mathematical occupations,31540,Metro area,"Madison, WI",150000,Computer and Mathematical Occupations,0,All workers,11,44.55,1.8
WMU00231041020000001500000010,Average hourly wage for computer and mathematical occupations,23104,Metro area,"Fort Worth-Arlington, TX Metropolitan Division",150000,Computer and Mathematical Occupations,0,All workers,10,44.47,4.1
WMU00767501020000001500000010,Average hourly wage for computer and mathematical occupations,76750,Metro area,"Portland-South Portland, ME",150000,Computer and Mathematical Occupations,0,All workers,10,44.47,3.9
WMU39000021020000001500000011,Average hourly wage for computer and mathematical occupations,3900002,Nonmetro area,North Northeastern Ohio nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,11,44.45,1.7
WMU00433401020000001500000011,Average hourly wage for computer and mathematical occupations,43340,Metro area,"Shreveport-Bossier City, LA",150000,Computer and Mathematical Occupations,0,All workers,11,44.41,3.2
WMU00755501020000001500000010,Average hourly wage for computer and mathematical occupations,75550,Metro area,"New Bedford, MA",150000,Computer and Mathematical Occupations,0,All workers,10,44.39,3.5
WMU00159801020000001500002800,Average hourly wage for computer and mathematical occupations,15980,Metro area,"Cape Coral-Fort Myers, FL",150000,Computer and Mathematical Occupations,28,Incentive-based pay,0,44.38,9.1
WMU00403801020000001500000010,Average hourly wage for computer and mathematical occupations,40380,Metro area,"Rochester, NY",150000,Computer and Mathematical Occupations,0,All workers,10,44.37,6.8
WMU00450601020000001500000010,Average hourly wage for computer and mathematical occupations,45060,Metro area,"Syracuse, NY",150000,Computer and Mathematical Occupations,0,All workers,10,44.37,6
WMU00159401020000001500000011,Average hourly wage for computer and mathematical occupations,15940,Metro area,"Canton-Massillon, OH",150000,Computer and Mathematical Occupations,0,All workers,11,44.35,1.7
WMU55000021020000001500000011,Average hourly wage for computer and mathematical occupations,5500002,Nonmetro area,Northeastern Wisconsin nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,11,44.35,2
WMU00221401020000001500000010,Average hourly wage for computer and mathematical occupations,22140,Metro area,"Farmington, NM",150000,Computer and Mathematical Occupations,0,All workers,10,44.34,2.6
WMU00437801020000001500000011,Average hourly wage for computer and mathematical occupations,43780,Metro area,"South Bend-Mishawaka, IN-MI",150000,Computer and Mathematical Occupations,0,All workers,11,44.32,2.2
WMU23000021020000001500000011,Average hourly wage for computer and mathematical occupations,2300002,Nonmetro area,Southwest Maine nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,11,44.32,7.1
WMU00270601020000001500000010,Average hourly wage for computer and mathematical occupations,27060,Metro area,"Ithaca, NY",150000,Computer and Mathematical Occupations,0,All workers,10,44.3,6.4
WMU00230601020000001500000011,Average hourly wage for computer and mathematical occupations,23060,Metro area,"Fort Wayne, IN",150000,Computer and Mathematical Occupations,0,All workers,11,44.29,2.7
WMU00379001020000001500002800,Average hourly wage for computer and mathematical occupations,37900,Metro area,"Peoria, IL",150000,Computer and Mathematical Occupations,28,Incentive-based pay,0,44.29,8.8
WMU00360841020000001500000009,Average hourly wage for computer and mathematical occupations,36084,Metro area,"Oakland-Hayward-Berkeley, CA Metropolitan Division",150000,Computer and Mathematical Occupations,0,All workers,9,44.27,3.1
WMU00275001020000001500000011,Average hourly wage for computer and mathematical occupations,27500,Metro area,"Janesville-Beloit, WI",150000,Computer and Mathematical Occupations,0,All workers,11,44.26,2.5
WMU00749501020000001500000010,Average hourly wage for computer and mathematical occupations,74950,Metro area,"Manchester, NH",150000,Computer and Mathematical Occupations,0,All workers,10,44.26,5.2
WMU28000011020000001500000011,Average hourly wage for computer and mathematical occupations,2800001,Nonmetro area,Northeast Mississippi nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,11,44.26,4.2
WMU56000041020000001500000010,Average hourly wage for computer and mathematical occupations,5600004,Nonmetro area,Central-Southeast Wyoming nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,10,44.25,1.6
WMU56000041020000001500002510,Average hourly wage for computer and mathematical occupations,5600004,Nonmetro area,Central-Southeast Wyoming nonmetropolitan area,150000,Computer and Mathematical Occupations,25,Full-time,10,44.25,1.6
WMU00165801020000001500000011,Average hourly wage for computer and mathematical occupations,16580,Metro area,"Champaign-Urbana, IL",150000,Computer and Mathematical Occupations,0,All workers,11,44.24,2.7
WMU00356601020000001500000011,Average hourly wage for computer and mathematical occupations,35660,Metro area,"Niles-Benton Harbor, MI",150000,Computer and Mathematical Occupations,0,All workers,11,44.24,5.2
WMU00205241020000001500002400,Average hourly wage for computer and mathematical occupations,20524,Metro area,"Dutchess County-Putnam County, NY Metropolitan Division",150000,Computer and Mathematical Occupations,24,Nonunion,0,44.23,0.9
WMU00179001020000001511210011,Average hourly wage for computer systems analysts,17900,Metro area,"Columbia, SC",151121,Computer Systems Analysts,0,All workers,11,44.22,7.8
WMU00389001020000001500002400,Average hourly wage for computer and mathematical occupations,38900,Metro area,"Portland-Vancouver-Hillsboro, OR-WA",150000,Computer and Mathematical Occupations,24,Nonunion,0,44.22,1
WMU00137801020000001500000010,Average hourly wage for computer and mathematical occupations,13780,Metro area,"Binghamton, NY",150000,Computer and Mathematical Occupations,0,All workers,10,44.2,8
WMU00297401020000001500000010,Average hourly wage for computer and mathematical occupations,29740,Metro area,"Las Cruces, NM",150000,Computer and Mathematical Occupations,0,All workers,10,44.2,4.5
WMU00297401020000001500002510,Average hourly wage for computer and mathematical occupations,29740,Metro area,"Las Cruces, NM",150000,Computer and Mathematical Occupations,25,Full-time,10,44.2,4.5
WMU08000031020000001500002510,Average hourly wage for computer and mathematical occupations,800003,Nonmetro area,Northwest Colorado nonmetropolitan area,150000,Computer and Mathematical Occupations,25,Full-time,10,44.2,1
WMU35000021020000001500002510,Average hourly wage for computer and mathematical occupations,3500002,Nonmetro area,Eastern New Mexico nonmetropolitan area,150000,Computer and Mathematical Occupations,25,Full-time,10,44.2,2.4
